Scientific,BLFamilyLatin,BLFamilyEnglish,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,Nocturnal,BodyMass.Value,CU_c_spMin,CU_c_spMean,CU_c_spSD,CU_c_spMax,redList,SiTDB_trade,ED,genus,species,nsong,rangeExtent,resid.songQuality,distr_country,distr_region,distr_continent,SiTDB_trade_as_threat,logBodyMass,logRangeExtent,logAbundance,trade.binary,ForStrat.Category,Diet.FruiNect,Diet.Invertebrate,Diet.Omnivore,Diet.PlantSeed,Diet.VertFishScav,watbelowsurf,wataroundsurf,ground,understory,midhigh,canopy,aerial,popRange,popLow,popHigh
Acrocephalus griseldis,Sylviidae,Old World warblers,Basra Reed-warbler,0.7,0,0.2,0,0,0,0.1,0,0,0,Invertebrate,0,0.2,0.2,0.3,0.3,0,0,0,0,16.7,9.21763582,15.23522313,4.397632353,21.07954013,EN,NA,11.02094477,Acrocephalus,griseldis,20,NA,NA,"BW,EG,ET,IL,IQ,IR,KE,KW,MW,MZ,SA,SD,SO,SS,SY,TZ,UG","Sub-Saharan Africa,Middle East & North Africa","Africa,Asia",NA,1.222716471,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1,500-7,000",1500,7000
Acrocephalus kerearako,Sylviidae,Old World warblers,Cook Islands Reed-warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.2,0.4,0.4,0,0,0,0,22.5,NA,NA,NA,NA,NT,NA,1.144718974,Acrocephalus,kerearako,17,NA,NA,CK,East Asia & Pacific,Oceania,NA,1.352182518,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus luscinius,Sylviidae,Old World warblers,Nightingale Reed-warbler,0.8,0,0.2,0,0,0,0,0,0,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,30.55,NA,NA,NA,NA,NA,NA,5.872816184,Acrocephalus,luscinius,0,NA,NA,GU,East Asia & Pacific,Oceania,NA,1.485011215,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus melanopogon,Sylviidae,Old World warblers,Moustached Warbler,0.9,0,0,0,0,0,0.1,0,0,0,Invertebrate,0,0,0.4,0.6,0,0,0,0,0,10.9,8.46785162,24.60833517,12.49976326,41.15958882,LC,NA,8.072441248,Acrocephalus,melanopogon,170,NA,NA,"AE,AF,AL,AM,AT,AZ,BA,BG,BH,CH,CY,CZ,DE,DK,DZ,EG,ES,FR,GE,GI,GR,HR,HU,IL,IN,IQ,IR,IT,JO,KW,KZ,LB,LT,LY,MA,ME,MK,MT,OM,PK,PL,PS,PT,RO,RS,RU,SA,SI,SK,SY,TJ,TM,TN,TR,UA,UZ","Middle East & North Africa,South Asia,Europe & Central Asia","Asia,Europe,Africa",NA,1.037426498,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"434,000-712,000",434000,712000
Acrocephalus mendanae,Sylviidae,Old World warblers,Marquesan Reed-warbler,0.6,0,0.1,0,0,0,0.1,0.1,0.1,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,31.21,NA,NA,NA,NA,LC,NA,0.54264267,Acrocephalus,mendanae,17,NA,NA,PF,East Asia & Pacific,Oceania,NA,1.494293769,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus newtoni,Sylviidae,Old World warblers,Madagascar Swamp-warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,17,6.881388755,16.17474574,5.169856413,20.38778278,LC,NA,4.267731677,Acrocephalus,newtoni,21,689000,-0.077487914,MG,Sub-Saharan Africa,Africa,NA,1.230448921,5.838219222,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus orinus,Sylviidae,Old World warblers,Large-billed Reed-warbler,0.8,0,0.1,0,0,0,0,0,0.1,0,Invertebrate,0,0.2,0.2,0.6,0,0,0,0,0,24.2,8.050497804,22.1588688,10.20005332,34.04249476,DD,NA,4.465759274,Acrocephalus,orinus,26,NA,NA,"AF,BD,IN,KZ,MM,PK,TH,TJ","South Asia,Europe & Central Asia,East Asia & Pacific",Asia,NA,1.383815366,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10000,10000,10000
Acrocephalus paludicola,Sylviidae,Old World warblers,Aquatic Warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,11.6,10.62181291,17.65860964,4.660412763,24.01240026,VU,NA,9.253723233,Acrocephalus,paludicola,129,NA,NA,"AD,AT,BE,BF,BG,BY,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,ES,FI,FR,GB,GH,GR,HR,HU,IE,IL,IT,KZ,LT,LU,LV,MA,ME,MK,ML,MR,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SM,SN,TN,TR,UA","Europe & Central Asia,Sub-Saharan Africa,Middle East & North Africa","Europe,Africa,Asia",NA,1.064457989,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"22,000-32,000",22000,32000
Acrocephalus palustris,Sylviidae,Old World warblers,Marsh Warbler,0.8,0,0,0,0,0,0.2,0,0,0,Invertebrate,0,0,0,0.5,0.5,0,0,0,0,11.5,7.93764167,16.12141091,5.640735255,24.42796741,LC,evidence,12.05676055,Acrocephalus,palustris,1675,NA,NA,"AE,AL,AM,AT,AZ,BA,BE,BG,BH,BW,BY,CD,CH,CY,CZ,DE,DK,DZ,EE,EG,ES,ET,FI,FO,FR,GB,GE,GR,HR,HU,IL,IQ,IR,IT,JO,KE,KW,KZ,LB,LI,LT,LU,LV,MA,MD,ME,MK,MT,MW,MZ,NA,NG,NL,NO,OM,PL,PT,QA,RO,RS,RU,RW,SA,SD,SE,SI,SK,SO,SY,SZ,TN,TR,TZ,UA,UG,YE,ZA,ZM,ZW","Middle East & North Africa,Europe & Central Asia,Sub-Saharan Africa","Asia,Europe,Africa",NA,1.06069784,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"8,750,000-16,000,000",8750000,1.6e+07
Acrocephalus rehsei,Sylviidae,Old World warblers,Nauru Reed-warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,1,0,0,0,20.06,NA,NA,NA,NA,VU,NA,3.469298232,Acrocephalus,rehsei,9,NA,0.341858179,NR,East Asia & Pacific,Oceania,NA,1.302330929,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3000,3000,3000
Acrocephalus rodericanus,Sylviidae,Old World warblers,Rodrigues Warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.2,0.8,0,0,0,11.8,NA,NA,NA,NA,NT,NA,5.255737001,Acrocephalus,rodericanus,2,NA,NA,MU,Sub-Saharan Africa,Africa,NA,1.071882007,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"2,000-2,700",2000,2700
Acrocephalus rufescens,Sylviidae,Old World warblers,Greater Swamp-warbler,0.8,0,0.2,0,0,0,0,0,0,0,Invertebrate,0,0.2,0.4,0.4,0,0,0,0,0,22.72,9.102312552,15.9432756,4.936103542,23.16182569,LC,NA,2.741636229,Acrocephalus,rufescens,37,12300000,-0.239870758,"AO,BJ,BW,CD,CF,CG,CM,GH,GQ,KE,MR,NA,NG,RW,SD,SN,SS,TD,TG,TZ,UG,ZM,ZW",Sub-Saharan Africa,Africa,NA,1.356408327,7.089905111,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus schoenobaenus,Sylviidae,Old World warblers,Sedge Warbler,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0.2,0.6,0.2,0,0,0,0,11.83,7.174555821,16.47225916,4.947433056,21.14151202,LC,evidence,8.072441248,Acrocephalus,schoenobaenus,1216,NA,NA,"AE,AL,AM,AO,AT,AZ,BA,BE,BF,BG,BH,BI,BJ,BW,BY,CD,CF,CG,CH,CI,CM,CN,CY,CZ,DE,DJ,DK,DZ,EE,EG,EH,ER,ES,ET,FI,FO,FR,GA,GB,GH,GI,GM,GN,GR,GW,HR,HU,IE,IL,IQ,IR,IS,IT,JO,KE,KG,KW,KZ,LB,LI,LR,LT,LU,LV,LY,MA,MD,ME,MK,ML,MR,MT,MW,MZ,NA,NE,NG,NL,NO,OM,PL,PT,RO,RS,RU,RW,SA,SC,SD,SE,SI,SK,SL,SN,SO,SS,SY,SZ,TD,TG,TN,TR,TZ,UA,UG,UZ,YE,ZA,ZM,ZW","Middle East & North Africa,Europe & Central Asia,Sub-Saharan Africa,East Asia & Pacific","Asia,Europe,Africa",NA,1.072984745,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"12,750,000-21,500,000",12750000,21500000
Acrocephalus scirpaceus,Sylviidae,Old World warblers,Eurasian Reed-warbler,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0.2,0.8,0,0,0,0,0,12.3,7.074322925,16.03157654,5.698230827,22.5893498,LC,evidence,6.243532624,Acrocephalus,scirpaceus,1504,NA,NA,"AE,AF,AL,AM,AO,AT,AZ,BA,BE,BF,BG,BH,BI,BJ,BW,BY,CD,CF,CH,CI,CM,CN,CY,CZ,DE,DK,DZ,EE,EG,EH,ER,ES,ET,FI,FO,FR,GA,GB,GE,GH,GI,GM,GN,GR,GW,HR,HU,IE,IL,IQ,IR,IS,IT,JO,KE,KG,KW,KZ,LB,LI,LR,LS,LT,LU,LV,LY,MA,MD,ME,MK,ML,MR,MT,MW,MZ,NA,NE,NG,NL,NO,OM,PL,PS,PT,QA,RO,RS,RU,RW,SA,SD,SE,SI,SK,SL,SN,SO,SS,SY,SZ,TD,TG,TJ,TM,TN,TR,TZ,UA,UG,UZ,YE,ZA,ZM,ZW","Middle East & North Africa,South Asia,Europe & Central Asia,Sub-Saharan Africa,East Asia & Pacific","Asia,Europe,Africa",NA,1.089905111,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"12,100,000-22,200,000",12100000,22200000
Acrocephalus scirpaceus,Sylviidae,Old World warblers,Eurasian Reed-warbler,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0.2,0.8,0,0,0,0,0,12.3,NA,NA,NA,NA,NA,evidence,NA,Acrocephalus,scirpaceus,1504,NA,NA,"AE,AF,AL,AM,AO,AT,AZ,BA,BE,BF,BG,BH,BI,BJ,BW,BY,CD,CF,CH,CI,CM,CN,CY,CZ,DE,DK,DZ,EE,EG,EH,ER,ES,ET,FI,FO,FR,GA,GB,GE,GH,GI,GM,GN,GR,GW,HR,HU,IE,IL,IQ,IR,IS,IT,JO,KE,KG,KW,KZ,LB,LI,LR,LS,LT,LU,LV,LY,MA,MD,ME,MK,ML,MR,MT,MW,MZ,NA,NE,NG,NL,NO,OM,PL,PS,PT,QA,RO,RS,RU,RW,SA,SD,SE,SI,SK,SL,SN,SO,SS,SY,SZ,TD,TG,TJ,TM,TN,TR,TZ,UA,UG,UZ,YE,ZA,ZM,ZW","Middle East & North Africa,South Asia,Europe & Central Asia,Sub-Saharan Africa,East Asia & Pacific","Asia,Europe,Africa",NA,1.089905111,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"12,100,000-22,200,000",12100000,22200000
Acrocephalus sechellensis,Sylviidae,Old World warblers,Seychelles Warbler,0.9,0,0.1,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.3,0.4,0.3,0,0,0,15.87,NA,NA,NA,NA,NT,NA,4.267731677,Acrocephalus,sechellensis,23,3000,0.714350994,SC,Sub-Saharan Africa,Africa,NA,1.200576927,3.477121255,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1700,1700,1700
Acrocephalus sorghophilus,Sylviidae,Old World warblers,Streaked Reed-warbler,0.8,0,0,0,0,0,0,0,0.2,0,Invertebrate,0,0,0.2,0.3,0.2,0.3,0,0,0,14.18,14.82456116,26.42068513,9.20672398,41.04583824,EN,NA,4.465759274,Acrocephalus,sorghophilus,0,NA,NA,"CN,PH,TW",East Asia & Pacific,Asia,NA,1.151676231,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,50,50
Acrocephalus stentoreus,Sylviidae,Old World warblers,Clamorous Reed-warbler,0.8,0,0.1,0,0,0,0,0,0.1,0,Invertebrate,0,0.2,0.2,0.6,0,0,0,0,0,24.2,7.676892565,20.88233201,6.947879683,27.22535579,LC,NA,3.757863366,Acrocephalus,stentoreus,212,NA,NA,"AE,AF,BD,BH,CN,EG,ER,IL,IN,IQ,IR,JO,KG,KW,KZ,LA,LB,LK,MM,NP,OM,PK,QA,SA,SD,SO,SY,TH,TJ,TM,UZ,VN,YE","Middle East & North Africa,South Asia,East Asia & Pacific,Sub-Saharan Africa,Europe & Central Asia","Asia,Africa",NA,1.383815366,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus syrinx,Sylviidae,Old World warblers,Caroline Islands Reed-warbler,0.9,0,0.1,0,0,0,0,0,0,0,Invertebrate,0,0,0.6,0.2,0,0.2,0,0,0,20.06,NA,NA,NA,NA,LC,NA,6.243532623,Acrocephalus,syrinx,4,NA,NA,FM,East Asia & Pacific,Oceania,NA,1.302330929,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Acrocephalus taiti,Sylviidae,Old World warblers,Henderson Reed-warbler,0.8,0,0,0,0,0,0.1,0,0.1,0,Invertebrate,0,0,0.25,0.25,0.25,0.25,0,0,0,24.25,NA,NA,NA,NA,VU,NA,0.90404373,Acrocephalus,taiti,1,NA,-0.477646883,PN,East Asia & Pacific,Oceania,NA,1.384711743,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4,000-8,600",4000,8600
Acrocephalus tangorum,Sylviidae,Old World warblers,Manchurian Reed-warbler,0.9,0,0.1,0,0,0,0,0,0,0,Invertebrate,0,0,0.2,0.3,0.2,0.3,0,0,0,16.39,7.239210497,15.12775498,4.622251526,20.10930147,VU,NA,5.63153402,Acrocephalus,tangorum,16,NA,NA,"CN,HK,KH,KR,LA,MM,MY,RU,TH,VN","East Asia & Pacific,Europe & Central Asia","Asia,Europe",NA,1.214578954,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2,500-9,999",2500,9999
Acrocephalus vaughani,Sylviidae,Old World warblers,Pitcairn Reed-warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.1,0.3,0.3,0.3,0,0,0,24.37,NA,NA,NA,NA,EN,NA,0.90404373,Acrocephalus,vaughani,1,NA,NA,PN,East Asia & Pacific,Oceania,NA,1.386855529,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000,2000,2000
Acropternis orthonyx,Rhinocryptidae,Tapaculos,Ocellated Tapaculo,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,1,0,0,0,0,0,0,89.86,18.3350395,37.99478509,14.98589166,58.28150524,LC,NA,16.45520458,Acropternis,orthonyx,116,NA,0.408258718,"CO,EC,PE,VE",Latin America & Caribbean,Americas,NA,1.953566414,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Actinodura egertoni,Timaliidae,Babblers and parrotbills,Rusty-fronted Barwing,0.6,0,0,0,0,0,0.2,0,0.2,0,Invertebrate,0,0,0,0,0.8,0.2,0,0,0,36,13.02404995,24.9119752,10.55554163,43.68475506,LC,NA,4.227469898,Actinodura,egertoni,20,960000,-0.045967917,"BT,CN,IN,MM,NP","South Asia,East Asia & Pacific",Asia,NA,1.556302501,5.982271233,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Actinodura ramsayi,Timaliidae,Babblers and parrotbills,Spectacled Barwing,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,0,0.5,0.5,0,0,0,0,38.4,15.23956131,25.19599718,6.965070025,34.19832676,LC,evidence,4.227469898,Actinodura,ramsayi,24,NA,NA,"MM,TH",East Asia & Pacific,Asia,NA,1.584331224,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Actinodura sodangorum,Timaliidae,Babblers and parrotbills,Black-crowned Barwing,0.7,0,0,0,0,0,0.1,0,0.1,0.1,Invertebrate,0,0,0,0.2,0.7,0.1,0,0,0,38.1,14.87231557,28.78558992,8.241446469,37.34269746,NT,possible,6.314998017,Actinodura,sodangorum,7,NA,NA,"LA,VN",East Asia & Pacific,Asia,NA,1.580924976,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"6,600-13,400",6600,13400
Aegithalos caudatus,Aegithalidae,Long-tailed Tits,Long-tailed Tit,0.6,0,0,0,0,0,0.1,0.1,0.1,0.1,Invertebrate,0,0,0.1,0.4,0.1,0.4,0,0,0,8.6,10.15817275,59.24729663,59.80917748,143.3042056,LC,evidence,10.12557349,Aegithalos,caudatus,1546,NA,NA,"AD,AL,AM,AT,AZ,BA,BE,BG,BY,CH,CN,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GI,GR,HR,HU,IE,IQ,IR,IT,JP,KG,KP,KR,KZ,LI,LT,LU,LV,MA,MD,ME,MK,MN,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SY,TM,TN,TR,UA","Europe & Central Asia,East Asia & Pacific,Middle East & North Africa","Europe,Asia,Africa",NA,0.934498451,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"41,500,000-75,250,000",41500000,75250000
Aegithalos concinnus,Aegithalidae,Long-tailed Tits,Black-throated Tit,0.7,0,0,0,0,0,0.2,0,0.1,0,Invertebrate,0,0,0,0.8,0,0.2,0,0,0,6.1,13.49494675,34.19389856,14.05491917,52.73355957,LC,evidence,9.503530504,Aegithalos,concinnus,84,4080000,0.621083531,"CN,IN,LA,MM,TH,TW,VN","East Asia & Pacific,South Asia",Asia,NA,0.785329835,6.610660163,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Aegithalos fuliginosus,Aegithalidae,Long-tailed Tits,White-necklaced Tit,0.5,0,0,0,0,0,0.5,0,0,0,Omnivore,0,0,0,1,0,0,0,0,0,5.65,13.42369065,22.02954014,14.58855161,51.09384922,LC,NA,3.032800366,Aegithalos,fuliginosus,3,NA,NA,CN,East Asia & Pacific,Asia,NA,0.752048448,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Aegithalos iouschistos,Aegithalidae,Long-tailed Tits,Black-browed Tit,0.7,0,0,0,0,0,0,0,0,0.3,Invertebrate,0,0,0,0.5,0,0.5,0,0,0,7,16.81904733,25.98662275,8.523956393,35.0043672,LC,NA,3.032800366,Aegithalos,iouschistos,7,NA,NA,"BT,CN,NP","South Asia,East Asia & Pacific",Asia,NA,0.84509804,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Aegithalos leucogenys,Aegithalidae,Long-tailed Tits,White-cheeked Tit,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.8,0,0.2,0,0,0,6.7,14.41870793,19.24098179,3.25906604,24.31221387,LC,NA,9.503530504,Aegithalos,leucogenys,0,338000,-0.962865175,"AF,IN,PK",South Asia,Asia,NA,0.826074803,5.5289167,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Aegithalos niveogularis,Aegithalidae,Long-tailed Tits,White-throated Tit,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,0,1,0,0,0,0,0,7.8,15.38915061,33.65026854,29.46947045,93.06550024,LC,NA,5.913845429,Aegithalos,niveogularis,7,323000,-0.053479184,"IN,NP,PK",South Asia,Asia,NA,0.892094603,5.509202522,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Aegithina lafresnayei,Aegithinidae,Ioras,Great Iora,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.2,0.8,0,0,0,11.96,19.35915,30.23773535,10.45792831,43.51757012,LC,possible,11.50012721,Aegithina,lafresnayei,20,NA,NA,"CN,KH,LA,MM,MY,TH,VN",East Asia & Pacific,Asia,NA,1.07773118,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Aegithina nigrolutea,Aegithinidae,Ioras,White-tailed Iora,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.4,0.6,0,0,0,11.83,38.28856621,56.72011431,18.25799703,81.1659893,LC,NA,15.82110644,Aegithina,nigrolutea,9,NA,NA,"IN,LK",South Asia,Asia,NA,1.072984745,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Aegithina tiphia,Aegithinidae,Ioras,Common Iora,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.2,0.8,0,0,0,12,30.08663742,42.42321779,7.388542812,51.51413043,LC,evidence,11.50012721,Aegithina,tiphia,273,14900000,0.375130942,"BD,BN,BT,CN,ID,IN,KH,LA,LK,MM,MY,NP,PH,PK,SG,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.079181246,7.173186268,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Aegithina viridissima,Aegithinidae,Ioras,Green Iora,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,1,0,0,0,13.4,21.38400421,32.29249803,7.688473862,41.73440595,NT,evidence,15.82110644,Aegithina,viridissima,30,NA,NA,"BN,ID,MM,MY,SG,TH",East Asia & Pacific,Asia,plausible,1.127104798,NA,NA,Trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Aethopyga bella,Nectariniidae,Sunbirds,Handsome Sunbird,0.5,0,0,0,0,0,0,0.5,0,0,Omnivore,0,0,0,0.4,0.3,0.3,0,0,0,4,14.71533132,20.15731662,5.020301599,27.30959481,LC,NA,13.34364824,Aethopyga,bella,16,877000,-0.098637819,PH,East Asia & Pacific,Asia,NA,0.602059991,5.942999593,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Aethopyga boltoni,Nectariniidae,Sunbirds,Apo Sunbird,0.5,0,0,0,0,0,0,0.5,0,0,Omnivore,0,0,0,0.4,0.3,0.3,0,0,0,7.09,15.29930355,22.63918165,8.050135464,35.24179212,NT,NA,2.814021824,Aethopyga,boltoni,12,NA,NA,PH,East Asia & Pacific,Asia,NA,0.850646235,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"15,000-24,999",15000,24999
Aethopyga christinae,Nectariniidae,Sunbirds,Fork-tailed Sunbird,0.2,0,0,0,0,0,0,0.3,0.5,0,Omnivore,0,0,0,0.5,0.5,0,0,0,0,5.2,14.298034,23.70017019,6.439184705,29.82259588,LC,evidence,16.26287015,Aethopyga,christinae,39,NA,NA,CN,East Asia & Pacific,Asia,NA,0.716003344,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Aethopyga duyvenbodei,Nectariniidae,Sunbirds,Elegant Sunbird,0.5,0,0,0,0,0,0,0.5,0,0,Omnivore,0,0,0.1,0.6,0.3,0,0,0,0,6.03,NA,NA,NA,NA,EN,evidence,4.90619913,Aethopyga,duyvenbodei,4,NA,NA,ID,East Asia & Pacific,Asia,plausible,0.780317312,NA,NA,Trade-threatened,ForStrat.understory,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"13,000-29,000",13000,29000
